=================================================
--- Procesamiento iniciado: 2026-04-08 13:42:53 ---
=================================================
=================================================
--- Procesamiento iniciado: 2026-04-22 13:07:05 ---
=================================================
[2026-04-22 13:07:05] | Línea 47 | ERROR: Kilos no es un número válido: '---' | Contenido: '1047;Lugo;---;Entregado'
[2026-04-22 13:07:05] | Línea 4993 | ERROR: Destino vacío | Contenido: '5993;;3853.41;Devuelto'
[2026-04-22 13:07:05] | Línea 4994 | ERROR: ID de envío vacío | Contenido: ';;3619.59;Cancelado'
[2026-04-22 13:07:05] | Línea 4997 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '5997;Albacete;1582.14;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 5017 | ERROR: Destino vacío | Contenido: '6017;;2980.44;Entregado'
[2026-04-22 13:07:05] | Línea 5030 | ERROR: Kilos no es un número válido: '---' | Contenido: '6030;Hospitalet;---;Devuelto'
[2026-04-22 13:07:05] | Línea 5068 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '6068;Elche;-343.37;Retrasado'
[2026-04-22 13:07:05] | Línea 5069 | ERROR: Kilos no es un número válido: '---' | Contenido: '6069;Las_Palmas;---;En_Ruta'
[2026-04-22 13:07:05] | Línea 5089 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '6089;Huelva;-1473.14;Devuelto'
[2026-04-22 13:07:05] | Línea 5130 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '6130;Valladolid;-3553.52;Pendiente'
[2026-04-22 13:07:05] | Línea 5137 | ERROR: Destino vacío | Contenido: '6137;;2204.99;Entregado'
[2026-04-22 13:07:05] | Línea 5138 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '6138;Alicante;OVERFLOW;Entregado'
[2026-04-22 13:07:05] | Línea 5149 | ERROR: ID de envío vacío | Contenido: ';;1983.61;En_Almacén'
[2026-04-22 13:07:05] | Línea 5160 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6160;Barcelona;null;Cancelado'
[2026-04-22 13:07:05] | Línea 5163 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '6163;Valladolid;OVERFLOW;Entregado'
[2026-04-22 13:07:05] | Línea 5211 | ERROR: Destino vacío | Contenido: '6211;;3687.94;En_Ruta'
[2026-04-22 13:07:05] | Línea 5214 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '6214;Palma;OVERFLOW;Devuelto'
[2026-04-22 13:07:05] | Línea 5215 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6215;Terrassa;N/A;Retrasado'
[2026-04-22 13:07:05] | Línea 5226 | ERROR: Destino vacío | Contenido: '6226;;4398.46;Cancelado'
[2026-04-22 13:07:05] | Línea 5250 | ERROR: Destino vacío | Contenido: '6250;;4426.44;Entregado'
[2026-04-22 13:07:05] | Línea 5281 | ERROR: Destino vacío | Contenido: '6281;;2290.18;Pendiente'
[2026-04-22 13:07:05] | Línea 5285 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6285;Terrassa;null;En_Almacén'
[2026-04-22 13:07:05] | Línea 5300 | ERROR: ID de envío vacío | Contenido: ';;3148.93;En_Almacén'
[2026-04-22 13:07:05] | Línea 5331 | ERROR: ID de envío vacío | Contenido: ';;4936.73;Devuelto'
[2026-04-22 13:07:05] | Línea 5345 | ERROR: ID de envío vacío | Contenido: ';;3377.71;Pendiente'
[2026-04-22 13:07:05] | Línea 5352 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '6352;Mérida;-38.84;Pendiente'
[2026-04-22 13:07:05] | Línea 5357 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '6357;Gijón;ERROR_PESO;En_Almacén'
[2026-04-22 13:07:05] | Línea 5370 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6370;Segovia;N/A;Pendiente'
[2026-04-22 13:07:05] | Línea 5375 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '6375;Móstoles;OVERFLOW;En_Ruta'
[2026-04-22 13:07:05] | Línea 5378 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '6378;Terrassa;ERROR_PESO;Devuelto'
[2026-04-22 13:07:05] | Línea 5415 | ERROR: Destino vacío | Contenido: '6415;;3767.25;Pendiente'
[2026-04-22 13:07:05] | Línea 5418 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '6418;Cartagena;2202.71;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 5425 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '6425;Leganés;ERROR_PESO;Cancelado'
[2026-04-22 13:07:05] | Línea 5438 | ERROR: Destino vacío | Contenido: '6438;;3203.03;En_Ruta'
[2026-04-22 13:07:05] | Línea 5439 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '6439;Hospitalet;SENSOR_FAIL;Devuelto'
[2026-04-22 13:07:05] | Línea 5440 | ERROR: Destino vacío | Contenido: '6440;;920.8;Pendiente'
[2026-04-22 13:07:05] | Línea 5442 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6442;Valencia;null;Cancelado'
[2026-04-22 13:07:05] | Línea 5444 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '6444;Almería;ERROR_PESO;Cancelado'
[2026-04-22 13:07:05] | Línea 5455 | ERROR: Kilos no es un número válido: '??' | Contenido: '6455;Valladolid;??;Pendiente'
[2026-04-22 13:07:05] | Línea 5466 | ERROR: Destino vacío | Contenido: '6466;;2667.65;En_Ruta'
[2026-04-22 13:07:05] | Línea 5467 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6467;Santa_Cruz;null;Entregado'
[2026-04-22 13:07:05] | Línea 5472 | ERROR: ID de envío vacío | Contenido: ';;1661.77;Devuelto'
[2026-04-22 13:07:05] | Línea 5479 | ERROR: Kilos no es un número válido: '---' | Contenido: '6479;Ávila;---;En_Almacén'
[2026-04-22 13:07:05] | Línea 5497 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6497;Santander;N/A;Retrasado'
[2026-04-22 13:07:05] | Línea 5504 | ERROR: Kilos no es un número válido: '??' | Contenido: '6504;Vitoria;??;Cancelado'
[2026-04-22 13:07:05] | Línea 5520 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6520;Vitoria;null;Pendiente'
[2026-04-22 13:07:05] | Línea 5537 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6537;Valladolid;N/A;Pendiente'
[2026-04-22 13:07:05] | Línea 5550 | ERROR: Kilos no es un número válido: '??' | Contenido: '6550;Vitoria;??;Retrasado'
[2026-04-22 13:07:05] | Línea 5577 | ERROR: Destino vacío | Contenido: '6577;;2348.56;En_Almacén'
[2026-04-22 13:07:05] | Línea 5614 | ERROR: Destino vacío | Contenido: '6614;;3753.97;Pendiente'
[2026-04-22 13:07:05] | Línea 5615 | ERROR: Destino vacío | Contenido: '6615;;2664.83;Devuelto'
[2026-04-22 13:07:05] | Línea 5629 | ERROR: Destino vacío | Contenido: '6629;;3019.44;Pendiente'
[2026-04-22 13:07:05] | Línea 5641 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '6641;Sabadell;ERROR_PESO;En_Almacén'
[2026-04-22 13:07:05] | Línea 5646 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6646;Córdoba;N/A;En_Almacén'
[2026-04-22 13:07:05] | Línea 5653 | ERROR: Kilos no es un número válido: '---' | Contenido: '6653;Zaragoza;---;Devuelto'
[2026-04-22 13:07:05] | Línea 5694 | ERROR: ID de envío vacío | Contenido: ';;3876.75;Retrasado'
[2026-04-22 13:07:05] | Línea 5696 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6696;Logroño;N/A;Pendiente'
[2026-04-22 13:07:05] | Línea 5697 | ERROR: Destino vacío | Contenido: '6697;;4475.9;En_Ruta'
[2026-04-22 13:07:05] | Línea 5711 | ERROR: Kilos no es un número válido: '---' | Contenido: '6711;Elche;---;Cancelado'
[2026-04-22 13:07:05] | Línea 5735 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '6735;Elche;-4763.08;Entregado'
[2026-04-22 13:07:05] | Línea 5761 | ERROR: Kilos no es un número válido: '??' | Contenido: '6761;Segovia;??;En_Almacén'
[2026-04-22 13:07:05] | Línea 5770 | ERROR: Destino vacío | Contenido: '6770;;4734.43;Entregado'
[2026-04-22 13:07:05] | Línea 5796 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '6796;Elche;816.39;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 5805 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '6805;Pamplona;4281.31;Cancelado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 5809 | ERROR: ID de envío vacío | Contenido: ';;318.72;Cancelado'
[2026-04-22 13:07:05] | Línea 5810 | ERROR: ID de envío vacío | Contenido: ';;615.73;En_Ruta'
[2026-04-22 13:07:05] | Línea 5813 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6813;Ourense;null;Entregado'
[2026-04-22 13:07:05] | Línea 5821 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '6821;León;OVERFLOW;Cancelado'
[2026-04-22 13:07:05] | Línea 5862 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '6862;Toledo;ERROR_PESO;Devuelto'
[2026-04-22 13:07:05] | Línea 5865 | ERROR: Destino vacío | Contenido: '6865;;3313.15;Cancelado'
[2026-04-22 13:07:05] | Línea 5875 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '6875;Badalona;4386.09;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 5898 | ERROR: Kilos no es un número válido: 'null' | Contenido: '6898;Logroño;null;En_Almacén'
[2026-04-22 13:07:05] | Línea 5909 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '6909;Málaga;N/A;Entregado'
[2026-04-22 13:07:05] | Línea 5923 | ERROR: Destino vacío | Contenido: '6923;;1557.72;Devuelto'
[2026-04-22 13:07:05] | Línea 5930 | ERROR: Destino vacío | Contenido: '6930;;2526.61;Cancelado'
[2026-04-22 13:07:05] | Línea 5933 | ERROR: Destino vacío | Contenido: '6933;;2542.16;Retrasado'
[2026-04-22 13:07:05] | Línea 5935 | ERROR: ID de envío vacío | Contenido: ';;1095.7;Cancelado'
[2026-04-22 13:07:05] | Línea 5938 | ERROR: Destino vacío | Contenido: '6938;;277.82;Pendiente'
[2026-04-22 13:07:05] | Línea 5969 | ERROR: ID de envío vacío | Contenido: ';;1019.2;En_Almacén'
[2026-04-22 13:07:05] | Línea 5982 | ERROR: Destino vacío | Contenido: '6982;;16.92;Devuelto'
[2026-04-22 13:07:05] | Línea 6015 | ERROR: Destino vacío | Contenido: '7015;;4318.25;Devuelto'
[2026-04-22 13:07:05] | Línea 6023 | ERROR: Destino vacío | Contenido: '7023;;4091.82;Pendiente'
[2026-04-22 13:07:05] | Línea 6029 | ERROR: Destino vacío | Contenido: '7029;;2158.65;En_Almacén'
[2026-04-22 13:07:05] | Línea 6063 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7063;Badalona;-2720.86;Retrasado'
[2026-04-22 13:07:05] | Línea 6074 | ERROR: Destino vacío | Contenido: '7074;;2407.29;En_Ruta'
[2026-04-22 13:07:05] | Línea 6076 | ERROR: Destino vacío | Contenido: '7076;;3396.51;Entregado'
[2026-04-22 13:07:05] | Línea 6085 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7085;Jaén;2707.61;En_Ruta;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6113 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '7113;Murcia;N/A;Devuelto'
[2026-04-22 13:07:05] | Línea 6117 | ERROR: ID de envío vacío | Contenido: ';;1538.52;Devuelto'
[2026-04-22 13:07:05] | Línea 6136 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '7136;Santa_Cruz;N/A;En_Ruta'
[2026-04-22 13:07:05] | Línea 6141 | ERROR: ID de envío vacío | Contenido: ';;3289.63;Pendiente'
[2026-04-22 13:07:05] | Línea 6165 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7165;Vigo;-2953.66;Entregado'
[2026-04-22 13:07:05] | Línea 6166 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '7166;Vitoria;N/A;Cancelado'
[2026-04-22 13:07:05] | Línea 6185 | ERROR: Kilos no es un número válido: '---' | Contenido: '7185;Almería;---;Pendiente'
[2026-04-22 13:07:05] | Línea 6190 | ERROR: ID de envío vacío | Contenido: ';;4359.71;Cancelado'
[2026-04-22 13:07:05] | Línea 6206 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7206;Murcia;3769.24;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6227 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '7227;Cuenca;ERROR_PESO;Retrasado'
[2026-04-22 13:07:05] | Línea 6238 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7238;Barcelona;2877.6;En_Ruta;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6249 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7249;Logroño;4843.37;Devuelto;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6265 | ERROR: ID de envío vacío | Contenido: ';;2666.04;Pendiente'
[2026-04-22 13:07:05] | Línea 6272 | ERROR: Destino vacío | Contenido: '7272;;2820.16;Devuelto'
[2026-04-22 13:07:05] | Línea 6296 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '7296;Valencia;SENSOR_FAIL;Entregado'
[2026-04-22 13:07:05] | Línea 6297 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '7297;Vitoria;SENSOR_FAIL;Entregado'
[2026-04-22 13:07:05] | Línea 6347 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7347;Fuenlabrada;-1661.65;Devuelto'
[2026-04-22 13:07:05] | Línea 6361 | ERROR: ID de envío vacío | Contenido: ';;2618.92;Retrasado'
[2026-04-22 13:07:05] | Línea 6363 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '7363;Málaga;ERROR_PESO;En_Ruta'
[2026-04-22 13:07:05] | Línea 6384 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '7384;Sabadell;ERROR_PESO;Pendiente'
[2026-04-22 13:07:05] | Línea 6386 | ERROR: ID de envío vacío | Contenido: ';;95.91;En_Ruta'
[2026-04-22 13:07:05] | Línea 6392 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7392;Badalona;4353.84;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6404 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7404;Gijón;2267.52;Cancelado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6425 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '7425;Cartagena;N/A;Retrasado'
[2026-04-22 13:07:05] | Línea 6433 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '7433;Murcia;OVERFLOW;Entregado'
[2026-04-22 13:07:05] | Línea 6434 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7434;Cádiz;-401.0;En_Ruta'
[2026-04-22 13:07:05] | Línea 6445 | ERROR: Kilos no es un número válido: '??' | Contenido: '7445;Málaga;??;En_Almacén'
[2026-04-22 13:07:05] | Línea 6498 | ERROR: Kilos no es un número válido: '??' | Contenido: '7498;Santa_Cruz;??;En_Almacén'
[2026-04-22 13:07:05] | Línea 6504 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7504;Málaga;4182.15;Cancelado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6527 | ERROR: Destino vacío | Contenido: '7527;;4137.89;En_Almacén'
[2026-04-22 13:07:05] | Línea 6539 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7539;Toledo;-338.69;Pendiente'
[2026-04-22 13:07:05] | Línea 6542 | ERROR: Kilos no es un número válido: 'null' | Contenido: '7542;Pamplona;null;Retrasado'
[2026-04-22 13:07:05] | Línea 6547 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7547;Granada;-3257.26;Devuelto'
[2026-04-22 13:07:05] | Línea 6568 | ERROR: ID de envío vacío | Contenido: ';;4973.19;Entregado'
[2026-04-22 13:07:05] | Línea 6573 | ERROR: ID de envío vacío | Contenido: ';;4843.61;Pendiente'
[2026-04-22 13:07:05] | Línea 6574 | ERROR: Kilos no es un número válido: '---' | Contenido: '7574;Salamanca;---;En_Almacén'
[2026-04-22 13:07:05] | Línea 6579 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7579;Badajoz;1717.62;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6583 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7583;Gijón;2054.87;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6598 | ERROR: ID de envío vacío | Contenido: ';;3118.38;Retrasado'
[2026-04-22 13:07:05] | Línea 6625 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7625;Valencia;88.95;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6630 | ERROR: Destino vacío | Contenido: '7630;;354.08;Entregado'
[2026-04-22 13:07:05] | Línea 6635 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '7635;Toledo;N/A;Pendiente'
[2026-04-22 13:07:05] | Línea 6639 | ERROR: Kilos no es un número válido: '??' | Contenido: '7639;Lleida;??;Devuelto'
[2026-04-22 13:07:05] | Línea 6648 | ERROR: Kilos no es un número válido: 'null' | Contenido: '7648;Santander;null;En_Almacén'
[2026-04-22 13:07:05] | Línea 6692 | ERROR: Destino vacío | Contenido: '7692;;4071.17;Pendiente'
[2026-04-22 13:07:05] | Línea 6699 | ERROR: ID de envío vacío | Contenido: ';;585.38;En_Ruta'
[2026-04-22 13:07:05] | Línea 6733 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '7733;Cuenca;N/A;Pendiente'
[2026-04-22 13:07:05] | Línea 6740 | ERROR: Destino vacío | Contenido: '7740;;1396.44;Pendiente'
[2026-04-22 13:07:05] | Línea 6766 | ERROR: Kilos no es un número válido: '---' | Contenido: '7766;Zaragoza;---;Pendiente'
[2026-04-22 13:07:05] | Línea 6771 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7771;Fuenlabrada;-1437.38;Retrasado'
[2026-04-22 13:07:05] | Línea 6818 | ERROR: Destino vacío | Contenido: '7818;;2892.94;Entregado'
[2026-04-22 13:07:05] | Línea 6820 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7820;Cádiz;-860.2;Retrasado'
[2026-04-22 13:07:05] | Línea 6822 | ERROR: ID de envío vacío | Contenido: ';;2052.7;Retrasado'
[2026-04-22 13:07:05] | Línea 6823 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7823;Salamanca;-4697.22;En_Almacén'
[2026-04-22 13:07:05] | Línea 6857 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '7857;Cartagena;SENSOR_FAIL;Pendiente'
[2026-04-22 13:07:05] | Línea 6861 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7861;Vitoria;-3286.11;Retrasado'
[2026-04-22 13:07:05] | Línea 6864 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '7864;Barcelona;ERROR_PESO;Entregado'
[2026-04-22 13:07:05] | Línea 6873 | ERROR: Destino vacío | Contenido: '7873;;4315.78;En_Almacén'
[2026-04-22 13:07:05] | Línea 6882 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '7882;Sabadell;3065.05;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 6887 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7887;Murcia;-3051.58;Cancelado'
[2026-04-22 13:07:05] | Línea 6913 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '7913;Segovia;OVERFLOW;En_Almacén'
[2026-04-22 13:07:05] | Línea 6915 | ERROR: ID de envío vacío | Contenido: ';;3316.83;Retrasado'
[2026-04-22 13:07:05] | Línea 6936 | ERROR: Kilos no es un número válido: '??' | Contenido: '7936;Mérida;??;Retrasado'
[2026-04-22 13:07:05] | Línea 6943 | ERROR: ID de envío vacío | Contenido: ';;1041.87;En_Almacén'
[2026-04-22 13:07:05] | Línea 6948 | ERROR: ID de envío vacío | Contenido: ';;2024.19;En_Almacén'
[2026-04-22 13:07:05] | Línea 6949 | ERROR: ID de envío vacío | Contenido: ';;3414.74;Entregado'
[2026-04-22 13:07:05] | Línea 6953 | ERROR: Kilos no es un número válido: 'null' | Contenido: '7953;Almería;null;En_Ruta'
[2026-04-22 13:07:05] | Línea 6954 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '7954;Zaragoza;-253.15;En_Ruta'
[2026-04-22 13:07:05] | Línea 6964 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '7964;Vigo;SENSOR_FAIL;En_Ruta'
[2026-04-22 13:07:05] | Línea 6990 | ERROR: Kilos no es un número válido: 'null' | Contenido: '7990;Sabadell;null;Pendiente'
[2026-04-22 13:07:05] | Línea 7033 | ERROR: Destino vacío | Contenido: '8033;;1179.25;Pendiente'
[2026-04-22 13:07:05] | Línea 7037 | ERROR: ID de envío vacío | Contenido: ';;3548.78;Pendiente'
[2026-04-22 13:07:05] | Línea 7053 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '8053;Las_Palmas;N/A;Devuelto'
[2026-04-22 13:07:05] | Línea 7064 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8064;Cádiz;OVERFLOW;Devuelto'
[2026-04-22 13:07:05] | Línea 7091 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8091;Cuenca;-4496.56;En_Almacén'
[2026-04-22 13:07:05] | Línea 7094 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '8094;Valladolid;SENSOR_FAIL;En_Ruta'
[2026-04-22 13:07:05] | Línea 7106 | ERROR: Destino vacío | Contenido: '8106;;415.26;Devuelto'
[2026-04-22 13:07:05] | Línea 7118 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '8118;Mérida;N/A;Devuelto'
[2026-04-22 13:07:05] | Línea 7128 | ERROR: Kilos no es un número válido: 'null' | Contenido: '8128;León;null;Pendiente'
[2026-04-22 13:07:05] | Línea 7131 | ERROR: Kilos no es un número válido: 'null' | Contenido: '8131;Terrassa;null;En_Ruta'
[2026-04-22 13:07:05] | Línea 7148 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8148;Terrassa;OVERFLOW;Pendiente'
[2026-04-22 13:07:05] | Línea 7157 | ERROR: Destino vacío | Contenido: '8157;;439.38;Retrasado'
[2026-04-22 13:07:05] | Línea 7170 | ERROR: Destino vacío | Contenido: '8170;;4927.28;En_Ruta'
[2026-04-22 13:07:05] | Línea 7193 | ERROR: Destino vacío | Contenido: '8193;;3942.1;Pendiente'
[2026-04-22 13:07:05] | Línea 7210 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8210;Sevilla;-2162.03;En_Almacén'
[2026-04-22 13:07:05] | Línea 7233 | ERROR: Destino vacío | Contenido: '8233;;3964.1;En_Ruta'
[2026-04-22 13:07:05] | Línea 7246 | ERROR: Destino vacío | Contenido: '8246;;278.45;Entregado'
[2026-04-22 13:07:05] | Línea 7285 | ERROR: Destino vacío | Contenido: '8285;;4816.9;Pendiente'
[2026-04-22 13:07:05] | Línea 7295 | ERROR: Kilos no es un número válido: '---' | Contenido: '8295;Huelva;---;Entregado'
[2026-04-22 13:07:05] | Línea 7302 | ERROR: Destino vacío | Contenido: '8302;;720.52;Retrasado'
[2026-04-22 13:07:05] | Línea 7306 | ERROR: Destino vacío | Contenido: '8306;;712.55;Devuelto'
[2026-04-22 13:07:05] | Línea 7307 | ERROR: ID de envío vacío | Contenido: ';;2091.65;Pendiente'
[2026-04-22 13:07:05] | Línea 7312 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '8312;Badalona;SENSOR_FAIL;En_Almacén'
[2026-04-22 13:07:05] | Línea 7340 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8340;Lugo;-3998.34;En_Ruta'
[2026-04-22 13:07:05] | Línea 7341 | ERROR: Destino vacío | Contenido: '8341;;1277.7;Entregado'
[2026-04-22 13:07:05] | Línea 7356 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8356;Elche;OVERFLOW;En_Almacén'
[2026-04-22 13:07:05] | Línea 7361 | ERROR: Kilos no es un número válido: '---' | Contenido: '8361;Salamanca;---;En_Almacén'
[2026-04-22 13:07:05] | Línea 7364 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8364;Vigo;-1269.77;Devuelto'
[2026-04-22 13:07:05] | Línea 7387 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8387;Granada;383.32;Devuelto;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7398 | ERROR: Kilos no es un número válido: '---' | Contenido: '8398;Salamanca;---;Retrasado'
[2026-04-22 13:07:05] | Línea 7403 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8403;Las_Palmas;4328.96;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7444 | ERROR: Destino vacío | Contenido: '8444;;3433.22;Cancelado'
[2026-04-22 13:07:05] | Línea 7447 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8447;Santander;OVERFLOW;Devuelto'
[2026-04-22 13:07:05] | Línea 7459 | ERROR: Kilos no es un número válido: 'null' | Contenido: '8459;Hospitalet;null;En_Ruta'
[2026-04-22 13:07:05] | Línea 7473 | ERROR: Destino vacío | Contenido: '8473;;3860.89;En_Almacén'
[2026-04-22 13:07:05] | Línea 7518 | ERROR: Kilos no es un número válido: '??' | Contenido: '8518;Segovia;??;En_Ruta'
[2026-04-22 13:07:05] | Línea 7521 | ERROR: Destino vacío | Contenido: '8521;;3142.29;Pendiente'
[2026-04-22 13:07:05] | Línea 7529 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '8529;Pamplona;SENSOR_FAIL;Devuelto'
[2026-04-22 13:07:05] | Línea 7530 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8530;Oviedo;4554.68;En_Ruta;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7544 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8544;Córdoba;-513.43;Cancelado'
[2026-04-22 13:07:05] | Línea 7549 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8549;Vitoria;OVERFLOW;Devuelto'
[2026-04-22 13:07:05] | Línea 7552 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8552;Cuenca;OVERFLOW;Pendiente'
[2026-04-22 13:07:05] | Línea 7561 | ERROR: Destino vacío | Contenido: '8561;;2629.03;Entregado'
[2026-04-22 13:07:05] | Línea 7577 | ERROR: ID de envío vacío | Contenido: ';;1375.1;Retrasado'
